"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g7882",46,131,129,84,340,64,164,293
"Pver_gene_g9952",0,0,0,0,60,13,32,83
"Pver_gene_g6425",0,10,92,0,7981,1682,2770,7459
"Pver_gene_g3417",0,0,0,0,63,52,117,101
"Pver_gene_g6422",0,0,0,0,133,207,415,212
"Pver_gene_g18166",174,231,259,69,409,189,275,343
"Pver_gene_g8771",0,6,7,15,204,80,149,215
"Pver_gene_g17388",0,0,0,0,109,30,32,164
"Pver_gene_g17386",47,37,35,5,236,193,116,201
"Pver_gene_g17384",19,61,32,34,597,89,424,738
"Pver_gene_g17382",506,605,693,671,28,0,40,79
"Pver_gene_g17381",0,0,0,0,112,67,53,88
"Pver_gene_g2686",0,0,0,0,44,68,70,35
"Pver_gene_g23057",0,0,0,0,346,285,712,653
"Pver_gene_g23053",18,21,45,48,129,52,102,154
"Pver_gene_g2737",0,0,0,0,57,25,53,79
"Pver_gene_g2732",89,116,105,88,0,0,4,0
"Pver_gene_g2733",3438,3731,2661,2057,1066,468,1053,1065
"Pver_gene_g16478",14,14,15,16,0,0,1,0
"Pver_gene_g16476",61,54,107,65,675,167,297,1108
"Pver_gene_g16475",0,13,0,0,117,83,153,200
"Pver_gene_g11003",0,0,0,0,32,34,25,87
"Pver_gene_g12380",0,34,25,8,398,124,292,391
"Pver_gene_g78",248,300,265,232,0,4,41,35
"Pver_gene_g77",231,383,328,279,82,7,53,130
"Pver_gene_g76",55,84,55,70,296,115,74,171
"Pver_gene_g75",81,77,100,78,612,192,328,589
"Pver_gene_g74",327,337,356,253,226,95,191,120
"Pver_gene_g72",0,0,40,4,8979,1571,2844,9404
"Pver_gene_g71",0,0,0,5,238,65,70,166
"Pver_gene_g17409",0,0,0,0,97,39,88,112
"Pver_gene_g17401",506,700,769,435,549,162,167,448
"Pver_gene_g17407",46,95,82,63,228,59,158,239
"Pver_gene_g17406",54,89,116,42,630,213,225,614
"Pver_gene_g19713",0,0,0,0,20,16,37,19
"Pver_gene_g19711",0,0,0,0,21,17,13,32
"Pver_gene_g11124",0,15,13,9,139,54,63,53
"Pver_gene_g11120",68,150,151,102,0,0,25,29
"Pver_gene_g11121",8,0,0,0,44,18,20,29
"Pver_gene_g11122",0,0,28,10,5210,1243,1921,5708
"Pver_gene_g18443",38,63,57,88,326,330,337,296
"Pver_gene_g18448",92,109,203,108,64,0,19,61
"Pver_gene_g15719",337,610,752,534,100,0,48,37
"Pver_gene_g15713",340,409,442,280,842,261,422,536
"Pver_gene_g7715",0,0,0,0,36,21,25,84
"Pver_gene_g7717",0,0,3,0,256,38,88,202
"Pver_gene_g605",125,110,121,79,488,59,155,552
"Pver_gene_g604",0,0,0,0,33,68,57,39
"Pver_gene_g608",169,125,215,156,17,0,51,13
"Pver_gene_g19660",0,0,0,0,23,20,15,25
"Pver_gene_g9039",225,412,437,367,916,258,321,1035
"Pver_gene_g9030",0,0,0,0,41,17,49,15
"Pver_gene_g2973",53,0,0,33,325,119,113,342
"Pver_gene_g3599",79,115,155,57,22,0,42,23
"Pver_gene_g3597",79,115,117,185,50,15,34,101
"Pver_gene_g3593",1696,1573,1948,1223,230,67,65,157
"Pver_gene_g3592",0,4,0,0,104,56,36,82
"Pver_gene_g3590",0,0,13,0,485,575,657,412
"Pver_gene_g18286",0,0,0,0,147,86,60,60
"Pver_gene_g1993",62,86,93,46,0,0,0,27
"Pver_gene_g1994",1085,1296,1646,1456,571,184,327,465
"Pver_gene_g3628",0,0,0,0,41,13,41,65
"Pver_gene_g3621",0,45,68,0,457,89,616,352
"Pver_gene_g3623",0,0,0,0,131,37,61,166
"Pver_gene_g3622",958,1018,1315,1213,3007,807,2263,2569
"Pver_gene_g1663",180,92,133,66,53,9,22,74
"Pver_gene_g1666",45,23,27,28,502,116,231,473
"Pver_gene_g1664",177,203,263,182,140,9,43,110
"Pver_gene_g4016",51,46,118,40,1303,296,515,1226
"Pver_gene_g4014",11,25,12,7,143,27,99,155
"Pver_gene_g26382",62,154,150,109,80,38,41,64
"Pver_gene_g26383",57,110,151,89,313,94,92,322
"Pver_gene_g17260",152,168,218,134,11,0,0,17
"Pver_gene_g4909",21,21,26,10,47,63,99,62
"Pver_gene_g4903",194,211,262,151,128,37,113,70
"Pver_gene_g4902",551,856,898,566,404,127,151,340
"Pver_gene_g4907",485,786,823,539,15,8,0,18
"Pver_gene_g26659",199,230,129,114,88,25,36,36
"Pver_gene_g2504",336,346,332,232,72,10,49,40
"Pver_gene_g15136",0,0,0,0,76,13,17,58
"Pver_gene_g11595",83,148,159,114,41,0,24,20
"Pver_gene_g12642",55,68,162,73,295,81,210,293
"Pver_gene_g448",170,167,237,92,38,0,38,42
"Pver_gene_g447",13,0,0,20,120,59,80,173
"Pver_gene_g443",0,0,0,0,35,26,14,119
"Pver_gene_g440",114,75,189,59,463,108,199,364
"Pver_gene_g14770",121,177,145,73,93,11,38,83
"Pver_gene_g14777",201,207,223,155,509,161,205,410
"Pver_gene_g3432",177,183,207,228,104,25,92,60
"Pver_gene_g10640",509,463,328,223,177,64,189,184
"Pver_gene_g10646",0,0,0,0,64,26,16,84
"Pver_gene_g15691",61,31,103,47,10,0,21,14
"Pver_gene_g13203",36,53,68,58,187,31,71,208
"Pver_gene_g13202",100,142,146,123,37,6,15,40
"Pver_gene_g13200",0,0,18,0,368,209,37,334
"Pver_gene_g13206",0,0,11,0,58,23,35,96
"Pver_novel_gene_720_5de57afd",57,42,70,29,25,4,8,22
"Pver_gene_g15969",73,22,60,44,27,11,17,23
"Pver_novel_gene_410_5de57afd",35,70,18,19,187,40,79,215
"Pver_gene_g6676",25,37,15,11,155,39,48,115
"Pver_gene_g4685",4,19,14,5,120,31,85,82
"Pver_gene_g7105",0,0,0,0,214,32,130,319
"Pver_gene_g7108",0,18,33,14,326,100,169,498
"Pver_gene_g7109",0,0,46,0,306,65,132,249
"Pver_gene_g1461",0,0,0,0,30,31,83,27
"Pver_gene_g1460",154,128,142,129,460,260,558,516
"Pver_gene_g1462",22,93,71,41,27,0,23,16
"Pver_gene_g1465",27,31,22,33,131,41,85,99
"Pver_gene_g9619",0,0,0,0,29,16,50,109
"Pver_gene_g1468",59,77,175,103,394,257,539,539
"Pver_gene_g9614",180,185,241,229,164,41,70,171
"Pver_gene_g4683",0,0,0,0,105,36,39,120
"Pver_gene_g5611",66,128,169,146,501,158,214,445
"Pver_gene_g8223",0,0,0,0,119,12,31,88
"Pver_gene_g8228",265,316,271,188,140,61,115,175
"Pver_gene_g7921",0,28,58,26,125,61,107,181
"Pver_gene_g7928",0,0,15,0,123,115,163,188
"Pver_gene_g2342",840,1060,1168,1042,825,107,223,639
"Pver_gene_g6339",37,37,48,4,622,253,495,691
"Pver_gene_g18670",75,147,185,91,74,30,42,67
"Pver_gene_g10404",83,98,92,37,241,158,251,190
"Pver_gene_g10407",20,51,54,43,136,147,139,82
"Pver_gene_g10401",0,0,0,0,142,56,69,216
"Pver_gene_g10402",0,0,0,0,117,19,13,23
"Pver_gene_g10409",139,153,121,93,7,14,18,34
"Pver_gene_g25883",145,98,93,116,24,0,34,64
"Pver_novel_gene_377_5de57afd",0,0,8,0,36,22,41,30
"Pver_gene_g18095",88,48,49,90,27,0,13,48
"Pver_gene_g4202",40,48,47,37,124,25,54,129
"Pver_gene_g4207",76,97,125,34,19,9,13,11
"Pver_gene_g4204",0,13,0,0,588,69,215,601
"Pver_gene_g13324",0,0,0,0,60,34,76,118
"Pver_gene_g16949",0,0,0,0,70,25,48,125
"Pver_gene_g16942",0,21,45,26,115,42,91,116
"Pver_gene_g14896",139,293,283,187,902,238,491,1277
"Pver_gene_g14890",166,218,243,178,1394,262,327,1393
"Pver_gene_g5151",315,413,501,309,272,62,123,305
"Pver_gene_g5150",433,426,603,479,1760,387,353,1989
"Pver_gene_g5153",0,26,12,0,89,38,48,88
"Pver_gene_g5152",97,226,224,116,164,38,44,84
"Pver_gene_g13813",59,38,23,23,0,0,7,0
"Pver_gene_g13819",0,0,0,0,40,23,59,52
"Pver_gene_g12312",0,0,0,0,125,82,95,230
"Pver_gene_g15308",8,16,14,14,91,16,38,34
"Pver_gene_g186",40,35,37,80,280,28,208,314
"Pver_gene_g185",0,0,14,5,76,8,20,93
"Pver_gene_g180",0,0,0,0,45,54,92,82
"Pver_gene_g188",346,384,563,342,1333,238,475,1402
"Pver_gene_g7804",50,49,48,22,93,38,55,94
"Pver_gene_g7801",38,41,26,22,181,67,93,281
"Pver_gene_g7802",70,101,144,69,28,0,39,27
"Pver_gene_g3329",12,37,44,56,76,35,98,131
"Pver_gene_g3326",0,48,29,30,398,46,197,285
"Pver_gene_g8445",103,183,263,202,54,4,19,64
"Pver_gene_g8446",0,0,0,0,174,76,97,209
"Pver_gene_g8441",0,14,36,0,198,384,333,177
"Pver_gene_g3496",0,0,8,0,199,51,201,210
"Pver_gene_g3498",0,0,17,0,151,109,120,150
"Pver_gene_g7377",0,0,0,0,67,24,39,98
"Pver_gene_g7376",0,0,0,0,162,70,178,176
"Pver_gene_g7374",0,0,0,0,36,15,60,52
"Pver_gene_g26046",0,24,28,16,129,54,71,223
"Pver_novel_gene_9_5de57afd",0,0,5,0,144,185,52,140
"Pver_gene_g1236",17,28,21,22,280,73,148,232
"Pver_gene_g1238",0,0,0,0,32,11,17,67
"Pver_gene_g9424",211,135,166,137,18,0,0,25
"Pver_gene_g9427",0,5,0,0,333,212,218,319
"Pver_gene_g9420",15,9,30,20,92,41,71,114
"Pver_gene_g9423",725,1154,979,688,5885,2496,2595,7068
"Pver_gene_g9422",62,102,127,64,240,75,147,344
"Pver_gene_g4775",110,91,85,77,25,3,45,34
"Pver_gene_g4778",790,1216,1244,871,141,21,57,104
"Pver_gene_g6950",0,0,0,0,116,35,73,88
"Pver_gene_g5423",225,233,324,157,138,23,118,197
"Pver_gene_g3869",148,248,233,180,99,61,61,91
"Pver_gene_g3868",0,11,26,14,148,65,76,219
"Pver_gene_g3867",33,48,48,44,283,83,209,306
"Pver_gene_g3865",0,0,0,0,158,18,36,117
"Pver_gene_g12309",53,45,64,26,0,0,0,0
"Pver_gene_g12308",113,89,40,21,290,132,173,365
"Pver_gene_g12305",180,100,206,89,36,0,12,28
"Pver_gene_g12307",1043,1211,1856,1375,704,106,246,700
"Pver_gene_g12303",254,180,301,178,25,10,51,54
"Pver_gene_g17482",0,0,0,0,233,99,277,447
"Pver_gene_g17489",147,212,272,328,20,0,26,17
"Pver_gene_g25951",0,0,0,0,43,15,45,63
"Pver_gene_g16688",49,123,118,65,51,28,45,38
"Pver_gene_g16689",865,919,998,601,93,0,68,114
"Pver_gene_g11656",13,21,0,20,93,40,70,177
"Pver_gene_g16687",152,357,323,216,89,15,30,53
"Pver_gene_g16359",0,11,0,0,124,88,57,163
"Pver_gene_g13492",0,12,0,0,398,97,537,364
"Pver_gene_g13496",42,95,86,56,314,105,133,201
"Pver_gene_g18952",0,16,69,0,6956,2194,3409,6990
"Pver_gene_g18953",0,69,30,31,186,278,232,141
"Pver_gene_g10215",206,582,655,393,280,91,110,290
"Pver_gene_g10217",43,76,97,56,235,54,198,132
"Pver_gene_g10210",528,578,629,594,3679,500,1360,3713
"Pver_gene_g10213",15,26,9,18,49,52,91,38
"Pver_gene_g10219",0,0,0,0,52,87,89,24
"Pver_gene_g10218",500,562,430,406,165,59,157,95
"Pver_gene_g17974",113,144,161,76,84,10,36,91
"Pver_gene_g17977",0,0,0,0,3670,1043,2212,4641
"Pver_gene_g4433",73,130,142,77,80,17,50,48
"Pver_gene_g51",0,10,0,0,38,40,48,81
"Pver_gene_g6614",233,211,220,160,68,16,41,93
"Pver_gene_g14999",717,967,1147,957,270,62,103,282
"Pver_gene_g689",176,292,251,109,172,21,37,57
"Pver_gene_g680",426,400,534,284,21,0,16,0
"Pver_gene_g686",0,0,15,0,137,42,74,244
"Pver_gene_g17423",464,533,583,355,5033,994,1726,4633
"Pver_gene_g17421",428,471,475,346,153,68,145,138
"Pver_novel_gene_240_5de57afd",34,12,24,11,14,2,3,9
"Pver_novel_gene_722_5de57afd",61,42,68,58,0,0,1,0
"Pver_gene_g6743",52,120,142,81,22,0,12,0
"Pver_gene_g8637",519,533,740,404,94,27,98,114
"Pver_gene_g8634",0,0,18,0,184,21,112,210
"Pver_gene_g1913",0,0,0,29,341,65,144,305
"Pver_gene_g1912",117,90,97,66,21,7,30,9
"Pver_gene_g1915",0,12,10,15,137,23,69,158
"Pver_gene_g1917",178,206,239,187,1141,192,506,1342
"Pver_gene_g5323",222,207,371,202,227,51,92,161
"Pver_gene_g1009",61,30,25,39,23,8,10,27
"Pver_gene_g1008",117,80,79,39,0,3,24,0
"Pver_gene_g1006",0,0,31,25,754,346,201,707
"Pver_gene_g1004",286,274,325,250,225,27,96,84
"Pver_gene_g4636",0,0,10,6,150,48,88,196
"Pver_gene_g2672",0,0,12,0,320,88,262,551
"Pver_gene_g2677",0,0,21,0,65,70,218,59
"Pver_gene_g2678",0,0,0,0,222,86,120,408
"Pver_gene_g4983",0,0,0,0,922,227,347,1650
"Pver_gene_g4982",0,0,10,0,317,144,238,660
"Pver_gene_g4984",0,0,8,0,190,96,337,245
"Pver_gene_g4987",246,285,317,313,181,62,79,175
"Pver_gene_g4986",0,14,11,0,97,13,30,47
"Pver_gene_g4989",0,7,0,17,110,35,32,127
"Pver_gene_g2589",201,232,296,243,220,53,162,255
"Pver_gene_g5260",149,96,138,122,12,6,11,49
"Pver_gene_g20791",95,72,60,61,0,0,2,0
"Pver_gene_g3981",0,35,52,60,389,143,207,378
"Pver_gene_g3983",32,41,138,14,9064,2115,2813,9221
"Pver_gene_g12530",0,0,0,0,141,104,162,154
"Pver_gene_g10976",0,0,0,0,65,17,20,74
"Pver_gene_g10971",469,507,647,531,86,0,64,53
"Pver_gene_g14264",0,0,0,0,45,22,43,79
"Pver_gene_g18561",0,0,0,0,87,25,48,140
"Pver_gene_g10397",0,9,94,0,12064,2290,3477,11790
"Pver_gene_g10398",172,362,515,350,7578,1468,1992,7410
"Pver_gene_g10399",23,26,39,15,15,0,9,8
"Pver_gene_g11375",74,100,119,130,60,13,27,15
"Pver_gene_g11379",3,17,3,2,11,13,52,17
"Pver_gene_g3743",0,38,11,14,160,51,64,175
"Pver_gene_g13289",68,22,28,50,0,0,0,0
"Pver_gene_g12884",0,16,12,8,161,10,60,169
"Pver_gene_g12880",0,16,20,0,354,82,150,375
"Pver_gene_g16178",0,81,103,69,619,96,197,619
"Pver_gene_g16179",43,78,80,68,179,38,107,122
"Pver_gene_g16174",0,0,0,0,806,149,279,1212
"Pver_gene_g9172",0,0,0,0,97,26,20,92
"Pver_gene_g5873",120,171,219,131,168,25,85,92
"Pver_gene_g5674",0,0,0,0,170,90,94,224
"Pver_gene_g8287",0,0,0,0,204,26,139,375
"Pver_gene_g9829",214,359,316,238,979,464,333,892
"Pver_gene_g9820",302,215,331,260,225,42,156,91
"Pver_gene_g9824",44,75,84,73,156,53,88,229
"Pver_gene_g9826",0,0,0,0,15,44,82,38
"Pver_gene_g3706",0,0,80,0,7005,1903,3112,7255
"Pver_gene_g3707",31,30,32,67,0,4,0,0
"Pver_gene_g3704",0,0,0,0,167,59,154,211
"Pver_gene_g3705",54,102,96,45,1818,729,1312,2460
"Pver_gene_g3703",47,42,79,52,377,99,169,308
"Pver_gene_g3709",42,63,98,33,130,54,137,283
"Pver_gene_g7461",106,137,147,94,27,31,41,90
"Pver_gene_g7467",13,33,42,33,0,0,0,0
"Pver_gene_g7465",0,16,34,21,150,53,94,187
"Pver_gene_g7469",0,0,0,0,1403,195,248,1142
"Pver_gene_g7468",238,235,465,294,21,11,80,22
"Pver_gene_g1707",663,922,934,784,293,149,240,339
"Pver_gene_g6361",0,0,0,0,485,111,175,488
"Pver_gene_g6360",76,71,51,55,42,9,27,59
"Pver_gene_g22727",0,9,0,5,116,20,51,64
"Pver_gene_g4282",65,85,81,95,27,7,34,22
"Pver_gene_g4283",0,0,12,0,44,12,9,68
"Pver_gene_g26111",39,115,60,18,266,55,103,165
"Pver_gene_g26110",4,25,19,21,67,45,62,97
"Pver_gene_g14817",0,0,20,0,143,45,61,52
"Pver_gene_g14812",62,79,74,56,0,6,13,0
"Pver_gene_g14810",122,75,86,36,22,0,33,14
"Pver_gene_g2421",274,247,189,187,1,7,16,5
"Pver_gene_g2425",44,76,97,71,136,47,130,131
"Pver_gene_g2427",106,132,212,177,468,105,247,262
"Pver_gene_g15079",15,22,17,11,84,24,48,73
"Pver_gene_g13895",137,153,138,117,58,31,67,62
"Pver_gene_g11940",0,0,24,13,261,53,138,320
"Pver_gene_g11941",304,391,472,426,237,42,63,246
"Pver_gene_g15385",0,15,19,5,315,120,135,229
"Pver_gene_g15386",16,53,45,81,294,70,111,172
"Pver_gene_g12765",149,227,464,249,131,31,187,142
"Pver_gene_g12764",55,51,38,70,0,0,0,5
"Pver_gene_g14382",0,0,0,0,119,78,163,188
"Pver_gene_g11232",61,108,189,106,0,16,28,38
"Pver_gene_g11236",0,17,23,0,315,54,76,330
"Pver_gene_g10721",0,11,22,0,46,23,50,55
"Pver_gene_g10723",1024,995,967,667,922,231,378,1070
"Pver_gene_g13565",39,30,55,21,0,0,0,0
"Pver_gene_g13568",0,0,0,0,154,96,95,167
"Pver_gene_g15803",55,38,21,13,385,157,125,312
"Pver_gene_g9712",70,73,65,37,669,194,246,577
"Pver_gene_g9715",0,0,0,0,46,33,34,35
"Pver_gene_g1549",28,10,0,16,109,68,191,117
"Pver_gene_g1546",0,0,0,0,313,97,290,266
"Pver_gene_g739",98,128,263,101,99,35,75,70
"Pver_gene_g738",0,0,0,0,51,45,22,30
"Pver_gene_g734",167,205,216,141,142,14,79,137
"Pver_gene_g737",7,24,42,15,348,74,139,294
"Pver_gene_g8143",64,54,54,57,38,13,26,27
"Pver_gene_g8145",100,59,73,39,0,0,0,0
"Pver_gene_g8144",546,766,707,657,256,44,127,176
"Pver_gene_g8147",0,22,0,0,138,207,712,315
"Pver_gene_g8149",18,50,30,45,660,326,296,445
"Pver_gene_g16604",296,235,267,185,125,71,54,140
"Pver_gene_g16605",110,143,268,160,83,0,0,33
"Pver_gene_g16602",192,293,337,316,1115,300,531,1211
"Pver_gene_g5897",0,0,0,0,42,13,50,85
"Pver_gene_g6275",0,32,53,26,109,52,120,143
"Pver_gene_g18735",116,165,201,91,967,119,274,501
"Pver_gene_g10523",0,55,167,60,8987,1320,2740,8747
"Pver_gene_g10299",0,0,0,0,93,13,19,90
"Pver_gene_g10298",0,0,0,0,115,26,108,197
"Pver_gene_g18199",0,10,0,0,137,68,117,134
"Pver_gene_g4122",257,298,417,187,44,7,34,36
"Pver_gene_g4128",255,416,508,247,259,57,205,227
"Pver_gene_g13178",8,9,3,15,65,9,34,54
"Pver_gene_g13174",202,324,401,234,861,228,446,525
"Pver_gene_g13171",0,0,0,0,121,21,67,140
"Pver_gene_g14990",329,414,359,336,1628,379,484,1629
"Pver_gene_g5291",24,71,61,43,194,53,92,137
"Pver_gene_g23578",289,352,386,236,114,27,41,75
"Pver_gene_g5741",187,323,226,161,570,214,196,483
"Pver_gene_g5744",0,0,0,0,270,45,58,222
"Pver_gene_g5749",0,0,0,0,70,46,19,101
"Pver_gene_g26145",0,0,0,0,165,20,43,150
"Pver_gene_g2214",178,193,270,201,164,29,50,101
"Pver_gene_g2212",131,97,135,65,71,24,46,89
"Pver_gene_g2210",16,36,57,11,212,55,137,142
"Pver_gene_g15227",32,23,27,0,200,80,84,146
"Pver_gene_g15226",124,131,153,125,490,98,196,431
"Pver_gene_g15223",195,273,333,213,395,190,517,424
"Pver_gene_g790",259,412,320,223,230,52,100,154
"Pver_gene_g10888",179,418,405,261,42,14,44,49
"Pver_gene_g14174",26,40,41,68,85,52,109,130
"Pver_gene_g6074",143,111,194,0,905,557,921,886
"Pver_gene_g6073",500,540,738,404,217,105,229,415
"Pver_gene_g6070",41,61,103,63,289,134,144,527
"Pver_gene_g6079",61,63,53,47,146,64,99,114
"Pver_gene_g6078",0,0,8,0,84,59,13,12
"Pver_gene_g7032",0,0,0,0,180,62,181,208
"Pver_gene_g7034",581,830,996,564,66,22,54,98
"Pver_gene_g7038",314,362,433,343,977,381,636,989
"Pver_gene_g22959",1431,1409,1788,1313,233,0,211,228
"Pver_gene_g9502",437,263,216,127,0,0,7,0
"Pver_gene_g9501",444,607,673,588,79,0,126,83
"Pver_gene_g9506",74,77,127,81,297,78,87,239
"Pver_gene_g16822",342,323,282,209,96,56,107,113
"Pver_gene_g22371",0,0,33,3,183,8,130,108
"Pver_gene_g6850",420,381,510,362,346,78,199,340
"Pver_gene_g5509",68,180,275,128,1068,646,1659,851
"Pver_gene_g5502",162,211,241,127,647,217,225,651
"Pver_gene_g5503",0,14,27,0,72,17,82,116
"Pver_gene_g5500",1147,1304,1590,866,7005,1669,2897,6529
"Pver_gene_g3908",74,46,67,47,163,43,112,130
"Pver_gene_g3905",46,64,76,47,140,44,81,165
"Pver_gene_g3907",812,1499,1264,937,309,141,63,185
"Pver_gene_g3018",70,84,86,99,85,13,46,46
"Pver_gene_g19697",0,0,0,0,79,17,39,37
"Pver_gene_g16014",48,56,88,47,39,0,10,27
"Pver_gene_g13758",88,99,117,44,58,10,18,34
"Pver_gene_g13757",30,108,92,54,34,0,18,17
"Pver_gene_g13751",29,43,36,42,16,0,8,0
"Pver_gene_g2040",0,0,0,0,71,23,12,46
"Pver_gene_g2047",0,9,28,17,77,48,93,146
"Pver_gene_g2045",0,0,0,0,458,180,147,299
"Pver_gene_g12809",0,0,0,0,34,18,35,34
"Pver_gene_g12802",0,0,0,0,190,26,515,322
"Pver_gene_g14562",108,134,93,124,388,70,151,333
"Pver_gene_g4374",0,0,0,8,16,23,61,40
"Pver_gene_g11860",59,61,66,47,106,79,71,117
"Pver_gene_g13038",0,0,0,0,185,23,53,167
"Pver_gene_g13031",37,28,41,28,89,45,50,104
"Pver_gene_g13032",394,577,700,587,336,133,194,388
"Pver_gene_g13033",0,45,24,12,178,41,54,118
"Pver_gene_g13037",186,231,402,243,133,22,41,137
"Pver_novel_gene_63_5de57afd",0,0,0,0,115,21,24,85
"Pver_gene_g12075",0,0,0,0,52,21,26,43
"Pver_gene_g11520",148,274,335,237,919,316,295,816
"Pver_gene_g11524",18,22,39,0,378,78,58,142
"Pver_gene_g11526",73,20,7,14,384,70,123,352
"Pver_gene_g11527",0,18,0,0,56,31,37,69
"Pver_gene_g6617",0,15,9,0,8,48,69,56
"Pver_gene_g349",0,0,0,0,219,83,73,490
"Pver_gene_g341",0,0,0,0,161,57,121,216
"Pver_gene_g344",0,0,0,0,16,17,29,31
"Pver_gene_g345",0,0,0,0,251,103,166,412
"Pver_gene_g8841",0,0,0,0,75,11,33,39
"Pver_gene_g3256",67,77,73,69,0,0,0,0
"Pver_gene_g3250",69,87,143,114,23,14,21,27
"Pver_gene_g3253",193,235,270,197,28,0,37,21
"Pver_gene_g3258",66,73,144,45,774,89,247,901
"Pver_gene_g12871",178,350,185,132,0,0,10,0
"Pver_gene_g6553",0,0,0,0,36,41,107,69
"Pver_gene_g6559",28,63,135,54,274,110,202,274
"Pver_gene_g3786",0,21,0,0,200,69,148,271
"Pver_gene_g3782",0,0,0,0,20,15,26,23
"Pver_gene_g3780",29,30,46,9,106,31,47,84
"Pver_gene_g7209",60,76,64,45,1489,307,448,1761
"Pver_gene_g8067",0,25,28,33,128,104,158,168
"Pver_gene_g8064",172,157,124,129,113,18,56,102
"Pver_gene_g1128",63,51,70,27,237,21,109,166
"Pver_gene_g1124",39,100,155,131,294,85,226,271
"Pver_gene_g9331",0,8,0,7,13,17,20,49
"Pver_gene_g4574",26,125,55,85,8,0,18,0
"Pver_gene_g4570",14,5,27,8,88,26,58,34
"Pver_gene_g4572",157,205,224,150,158,53,74,83
"Pver_gene_g26194",404,524,550,324,42,6,78,37
"Pver_gene_g12279",40,34,101,38,152,124,162,206
"Pver_gene_g14307",1030,1551,1600,1046,400,151,208,446
"Pver_gene_g14309",83,84,99,59,35,22,52,56
"Pver_gene_g17575",0,0,0,0,21,11,12,32
"Pver_gene_g17576",0,0,0,0,43,20,85,33
"Pver_gene_g17571",0,0,0,0,337,69,166,431
"Pver_gene_g17573",160,158,219,110,0,6,28,19
"Pver_gene_g13659",11,27,0,0,230,93,89,286
"Pver_gene_g18685",0,0,0,0,1350,536,916,1848
"Pver_gene_g13654",0,0,11,0,35,10,36,49
"Pver_gene_g11602",0,37,32,42,268,101,190,161
"Pver_gene_g10109",61,107,112,94,888,148,338,903
"Pver_gene_g10105",44,39,54,35,9,0,14,0
"Pver_gene_g10104",88,79,79,67,28,0,28,26
"Pver_gene_g10106",0,26,7,0,36,16,147,76
"Pver_gene_g14682",0,0,0,0,113,33,43,59
"Pver_gene_g14688",69,75,86,83,29,4,13,0
"Pver_gene_g11046",144,256,277,170,58,39,45,76
"Pver_gene_g43",18,52,74,13,156,80,127,132
"Pver_gene_g11040",208,244,339,209,114,51,123,95
"Pver_gene_g9237",58,56,127,110,0,10,0,0
"Pver_gene_g11047",76,221,225,118,495,149,232,564
"Pver_gene_g11044",0,0,0,0,93,48,54,111
"Pver_gene_g11041",0,14,20,0,152,37,69,244
"Pver_gene_g5931",24,31,34,23,187,45,91,214
"Pver_gene_g9907",0,0,0,17,575,171,271,655
"Pver_gene_g9905",721,1152,1918,1270,0,0,43,37
"Pver_gene_g9903",55,65,92,78,165,45,120,180
"Pver_gene_g9900",110,126,118,47,22,4,8,0
"Pver_gene_g9908",0,11,0,0,210,42,85,254
"Pver_gene_g13754",117,145,115,106,54,15,16,20
"Pver_gene_g19246",0,43,47,54,223,94,113,199
"Pver_gene_g19240",0,18,35,17,175,68,97,159
"Pver_gene_g19242",0,0,0,0,238,39,78,120
"Pver_gene_g3422",1503,1100,1225,593,0,0,28,0
"Pver_gene_g3424",0,0,0,0,97,21,24,22
"Pver_gene_g18114",215,296,308,293,674,205,276,755
"Pver_gene_g18113",65,48,39,15,174,48,76,189
"Pver_gene_g17356",27,47,32,19,0,0,0,0
"Pver_gene_g17351",16,27,35,0,109,59,61,91
"Pver_gene_g17350",31,30,13,0,214,51,225,448
"Pver_gene_g5214",118,142,76,82,498,128,253,412
"Pver_gene_g14918",191,172,308,114,59,47,58,66
"Pver_gene_g14916",51,26,35,0,239,56,102,181
"Pver_gene_g14917",0,0,92,0,8692,1904,3390,8048
"Pver_gene_g14914",34,57,62,41,126,43,104,150
"Pver_gene_g26017",41,18,49,15,153,71,96,219
"Pver_gene_g7698",58,92,69,85,13,0,0,21
"Pver_gene_g16406",70,94,98,28,203,152,153,305
"Pver_gene_g16405",0,0,0,0,69,130,113,70
"Pver_gene_g16403",506,336,458,341,40,7,0,17
"Pver_gene_g16400",0,0,0,0,39,16,32,77
"Pver_gene_g2296",391,397,280,214,213,83,97,128
"Pver_gene_g2295",34,56,71,38,724,249,296,709
"Pver_gene_g2298",0,0,0,0,39,21,26,50
"Pver_gene_g24",0,0,0,0,39,22,44,64
"Pver_gene_g17751",0,0,0,0,108,52,58,90
"Pver_gene_g27",0,0,0,0,126,37,111,213
"Pver_gene_g22",0,0,0,0,105,13,93,145
"Pver_gene_g17430",64,54,55,17,9,0,0,4
"Pver_gene_g12408",0,0,0,0,349,127,146,391
"Pver_gene_g12409",171,229,399,267,1070,385,743,1265
"Pver_gene_g539",1964,2593,2860,1835,290,58,232,340
"Pver_gene_g12803",16,0,27,15,6517,1281,2329,7194
"Pver_gene_g11176",0,0,0,0,60,22,64,48
"Pver_gene_g11174",1,15,32,24,946,199,422,816
"Pver_gene_g8105",222,463,465,343,1776,987,1599,1660
